src,dst,weight,sign
PHAR,AVHR,1.0,1
PHAR,DA08,2.0,1
PHAR,DVA,6.0,1
PHAR,PHAL,11.0,1
PHAR,PHBL,3.0,1
PHAR,PHBR,8.0,1
PHAR,PVPL,3.0,1
PHAR,PVQL,4.0,1
PHAR,PVQR,1.0,1
PHAR,PVT,2.0,1
PHBL,AS11,1.0,1
PHBL,AVAL,48.0,1
PHBL,AVAR,33.0,1
PHBL,AVDL,6.0,1
PHBL,AVDR,1.0,1
PHBL,AVG,1.0,1
PHBL,DA08,1.0,1
PHBL,PHBR,4.0,1
PHBL,PVCL,71.0,1
PHBL,PVNL,1.0,1
PHBL,VA12,5.0,1
PHBL,hyp,2.0,1
PHBR,AVAL,35.0,1
PHBR,AVAR,38.0,1
PHBR,AVDL,7.0,1
PHBR,AVDR,5.0,1
PHBR,PHBL,3.0,1
PHBR,PHCR,3.0,1
PHBR,PVCL,39.0,1
PHBR,PVCR,21.0,1
PHBR,VA12,1.0,1
PHCL,AVAL,5.0,1
PHCL,AVHR,1.0,1
PHCL,DA09,1.0,1
PHCL,DVA,12.0,1
PHCL,LUAL,2.0,1
PHCL,PHCR,2.0,1
PHCL,PVCL,7.0,1
PHCL,PVQR,2.0,1
PHCL,VA12,6.0,1
PHCR,AVHR,2.0,1
PHCR,DA09,23.0,1
PHCR,DVA,22.0,1
PHCR,LUAR,6.0,1
PHCR,PHAR,2.0,1
PHCR,PHCL,4.0,1
PHCR,PVCR,25.0,1
PHCR,PVQR,4.0,1
PHCR,VA12,8.0,1
PLNL,RMDVL,1.0,1
PLNL,SAADR,8.0,1
PLNL,SAAVL,1.0,1
PLNL,SIAVL,10.0,1
PLNL,SMBVL,10.0,1
PLNL,SMBVR,13.0,1
PLNL,SMDVR,2.0,1
PLNR,SAADL,5.0,1
PLNR,SIAVR,10.0,1
PLNR,SMBVL,7.0,1
PLNR,SMBVR,10.0,1
PLNR,SMDVL,2.0,1
PQR,AVAL,23.0,1
PQR,AVAR,26.0,1
PQR,AVDL,15.0,1
PQR,AVDR,20.0,1
PQR,AVG,1.0,1
PQR,AVHL,1.0,1
PQR,AVJR,1.0,1
PQR,DA08,1.0,1
PQR,DB07,2.0,1
PQR,LUAR,3.0,1
PQR,PHBL,2.0,1
PQR,PVCL,1.0,1
PQR,PVCR,1.0,1
PQR,PVNL,2.0,1
PQR,PVPR,1.0,1
PVCL,ADLR,2.0,1
PVCL,AS01,1.0,1
PVCL,AS02,1.0,1
PVCL,ASHR,2.0,1
PVCL,AVAL,5.0,1
PVCL,AVAR,7.0,1
PVCL,AVBL,7.0,1
PVCL,AVBR,27.0,1
PVCL,AVDL,7.0,1
PVCL,AVDR,11.0,1
PVCL,AVEL,2.0,1
PVCL,AVER,7.0,1
PVCL,AVG,2.0,1
PVCL,AVJL,3.0,1
PVCL,AVJR,2.0,1
PVCL,DA05,1.0,1
PVCL,DA08,2.0,1
PVCL,DB02,4.0,1
PVCL,DB03,2.0,1
PVCL,DB04,6.0,1
PVCL,DB07,5.0,1
PVCL,DVA,4.0,1
PVCL,PDER,1.0,1
PVCL,PVCR,10.0,1
PVCL,RID,12.0,1
PVCL,RIS,2.0,1
PVCL,SIBVL,7.0,1
PVCL,SMBVR,3.0,1
PVCL,VA11,1.0,1
PVCL,VB04,3.0,1
PVCL,VB06,2.0,1
PVCL,VB11,1.0,1
PVCR,AQR,2.0,1
PVCR,AVAL,10.0,1
PVCR,AVAR,5.0,1
PVCR,AVBL,21.0,1
PVCR,AVBR,14.0,1
PVCR,AVDL,16.0,1
PVCR,AVDR,6.0,1
PVCR,AVEL,6.0,1
PVCR,AVER,6.0,1
PVCR,AVHL,1.0,1
PVCR,AVL,1.0,1
PVCR,DA02,1.0,1
PVCR,DA04,1.0,1
PVCR,DA05,2.0,1
PVCR,DA07,1.0,1
PVCR,DB02,4.0,1
PVCR,DB03,6.0,1
PVCR,DB04,6.0,1
PVCR,DVA,3.0,1
PVCR,FLPL,2.0,1
PVCR,LUAR,1.0,1
PVCR,PDER,1.0,1
PVCR,PVCL,4.0,1
PVCR,PVDL,2.0,1
PVCR,PVDR,1.0,1
PVCR,PVPR,1.0,1
PVCR,PVR,1.0,1
PVCR,PVWR,1.0,1
PVCR,RID,19.0,1
PVCR,SIBVR,10.0,1
PVCR,VB03,1.0,1
PVCR,VB04,1.0,1
PVCR,VB06,4.0,1
PVCR,VB11,3.0,1
PVDL,AVAL,13.0,1
PVDL,AVAR,29.0,1
PVDL,AVDL,1.0,1
PVDL,AVDR,1.0,1
PVDL,AVFL,1.0,1
PVDL,AVG,8.0,1
PVDL,DD05,3.0,1
PVDL,PVCL,13.0,1
PVDL,PVCR,36.0,1
PVDL,PVDR,10.0,1
PVDL,PVPL,1.0,1
PVDL,VD10,3.0,1
PVDL,hyp,7.0,1
PVDR,AVAL,9.0,1
PVDR,AVAR,30.0,1
PVDR,AVDL,1.0,1
PVDR,DVA,5.0,1
PVDR,PVCL,29.0,1
PVDR,PVCR,29.0,1
PVDR,PVDL,2.0,1
PVDR,VA09,2.0,1
PVDR,VA12,3.0,1
PVDR,VB05,1.0,1
PVDR,VB06,4.0,1
PVDR,hyp,6.0,1
PVM,AVKL,15.0,1
PVM,AVM,2.0,1
PVM,DVA,3.0,1
PVM,PVCL,1.0,1
PVM,PVCR,2.0,1
PVM,PVR,3.0,1
PVM,vBWMR10,2.0,1
PVNL,AVAL,6.0,1
PVNL,AVBR,2.0,1
PVNL,AVDL,7.0,1
PVNL,AVDR,6.0,1
PVNL,AVG,2.0,1
PVNL,AVJL,6.0,1
PVNL,AVJR,8.0,1
PVNL,AVL,1.0,1
PVNL,BDUL,5.0,1
PVNL,BDUR,2.0,1
PVNL,DD01,5.0,1
PVNL,LUAL,3.0,1
PVNL,PQR,5.0,1
PVNL,PVCL,5.0,1
PVNL,PVDL,1.0,1
PVNL,PVNR,9.0,1
PVNL,PVPR,1.0,1
PVNL,PVT,6.0,1
PVNL,PVWL,4.0,1
PVNL,PVWR,1.0,1
PVNL,VA12,1.0,1
PVNL,VD12,1.0,1
PVNL,hyp,3.0,1
PVNL,vBWML11,5.0,1
PVNR,ALML,2.0,1
PVNR,AVAL,5.0,1
PVNR,AVBR,1.0,1
PVNR,AVDL,1.0,1
PVNR,AVDR,2.0,1
PVNR,AVEL,5.0,1
PVNR,AVJL,1.0,1
PVNR,AVJR,1.0,1
PVNR,AVL,3.0,1
PVNR,BDUL,1.0,1
PVNR,CEPDL,2.0,1
PVNR,DB03,1.0,1
PVNR,DD02,1.0,1
PVNR,HSNR,1.0,1
PVNR,PQR,4.0,1
PVNR,PVCR,2.0,1
PVNR,PVDR,5.0,1
PVNR,PVR,1.0,1
PVNR,PVT,3.0,1
PVNR,PVWL,9.0,1
PVNR,PVWR,2.0,1
PVNR,URBL,2.0,1
PVNR,URXL,2.0,1
PVNR,VA06,1.0,1
PVNR,VA11,1.0,1
PVNR,VC02,1.0,1
PVNR,VD03,3.0,1
PVNR,VD04,6.0,1
PVNR,VD06,1.0,1
PVNR,VD07,1.0,1
PVNR,VD13,2.0,1
PVNR,hyp,9.0,1
PVPL,ADAL,1.0,1
PVPL,AQR,8.0,1
PVPL,AVAL,4.0,1
PVPL,AVAR,3.0,1
PVPL,AVBL,13.0,1
PVPL,AVBR,12.0,1
PVPL,AVDR,3.0,1
PVPL,AVHR,3.0,1
PVPL,PVCL,3.0,1
PVPL,PVCR,9.0,1
PVPL,PVDL,1.0,1
PVPL,RIGL,3.0,1
PVPL,RIR,1.0,1
PVPL,vBWML10,2.0,1
PVPR,ADFR,2.0,1
PVPR,AQR,5.0,1
PVPR,ASHR,2.0,1
PVPR,AVAL,1.0,1
PVPR,AVAR,5.0,1
PVPR,AVBL,8.0,1
PVPR,AVBR,11.0,1
PVPR,AVG,1.0,1
PVPR,AVHL,3.0,1
PVPR,AVJL,2.0,1
PVPR,AVL,4.0,1
PVPR,DD02,1.0,1
PVPR,DVC,3.0,1
PVPR,HSNR,2.0,1
PVPR,PVCL,6.0,1
PVPR,PVCR,13.0,1
PVPR,PVQR,1.0,1
PVPR,RIAR,2.0,1
PVPR,RIGR,2.0,1
PVPR,URXR,1.0,1
PVPR,vBWMR10,1.0,1
PVPR,vBWMR11,1.0,1
PVQL,AIAL,10.0,1
PVQL,ASJL,3.0,1
PVQL,ASKL,12.0,1
PVQL,AVHR,1.0,1
PVQL,AWAL,1.0,1
PVQL,DA08,1.0,1
PVQL,DD06,1.0,1
PVQL,HSNL,3.0,1
PVQL,HSNR,6.0,1
PVQL,PVPL,1.0,1
PVQL,RMGL,1.0,1
PVQL,vBWMR10,1.0,1
PVQR,AIAL,1.0,1
PVQR,AIAR,12.0,1
PVQR,AIMR,2.0,1
PVQR,ASER,2.0,1
PVQR,ASJL,1.0,1
PVQR,ASKR,6.0,1
PVQR,AVBR,1.0,1
PVQR,AVFR,1.0,1
PVQR,AVL,2.0,1
PVQR,AWAR,4.0,1
PVQR,DD01,1.0,1
PVQR,DD06,2.0,1
PVQR,RIFR,4.0,1
PVQR,RMGR,1.0,1
PVQR,VC02,1.0,1
PVQR,VD01,1.0,1
PVR,ADAR,1.0,1
PVR,ALMR,2.0,1
PVR,AVBL,17.0,1
PVR,AVBR,17.0,1
PVR,AVJL,11.0,1
PVR,AVJR,5.0,1
PVR,AVKL,1.0,1
PVR,CEPVR,2.0,1
PVR,DA05,1.0,1
PVR,DA09,2.0,1
PVR,DB02,2.0,1
PVR,DB03,3.0,1
PVR,DB04,1.0,1
PVR,DB07,2.0,1
PVR,DVA,2.0,1
PVR,IL1DR,5.0,1
PVR,IL1VL,9.0,1
PVR,IL1VR,9.0,1
PVR,PVCL,4.0,1
PVR,PVM,1.0,1
PVR,RIPL,16.0,1
PVR,RIPR,19.0,1
PVR,SABD,2.0,1
PVR,SDQR,5.0,1
PVR,URADL,3.0,1
PVR,VB03,2.0,1
PVR,vBWMR11,1.0,1
PVT,AIBL,5.0,1
PVT,AIBR,10.0,1
PVT,AVKL,7.0,1
PVT,AVKR,8.0,1
PVT,AVL,3.0,1
PVT,DVC,3.0,1
PVT,RIGL,1.0,1
PVT,RIGR,6.0,1
PVT,RIH,2.0,1
PVT,RIS,1.0,1
PVT,RMEV,4.0,1
PVT,RMFL,3.0,1
PVT,RMFR,7.0,1
PVWL,PVCL,1.0,1
PVWL,PVCR,1.0,1
PVWL,PVT,1.0,1
PVWL,PVWR,1.0,1
PVWL,VD12,1.0,1
PVWR,AVAR,1.0,1
PVWR,AVDR,2.0,1
PVWR,LUAR,1.0,1
PVWR,VA12,1.0,1
RIAL,AIZL,1.0,1
RIAL,AQR,4.0,1
RIAL,AVAL,2.0,1
RIAL,BAGR,2.0,1
RIAL,CEPDL,1.0,1
RIAL,RIAR,23.0,1
RIAL,RIBL,2.0,1
RIAL,RIML,2.0,1
RIAL,RIMR,2.0,1
RIAL,RIR,3.0,1
RIAL,RIVL,8.0,1
RIAL,RIVR,12.0,1
RIAL,RMDDL,48.0,1
RIAL,RMDDR,35.0,1
RIAL,RMDL,26.0,1
RIAL,RMDR,17.0,1
RIAL,RMDVL,48.0,1
RIAL,RMDVR,48.0,1
RIAL,SAADL,1.0,1
RIAL,SIADL,3.0,1
RIAL,SIAVR,2.0,1
RIAL,SMBDR,7.0,1
RIAL,SMDDL,22.0,1
RIAL,SMDDR,33.0,1
RIAL,SMDVL,14.0,1
RIAL,SMDVR,32.0,1
RIAL,URXL,2.0,1
RIAR,ADFR,2.0,1
RIAR,AUAR,2.0,1
RIAR,AVAR,2.0,1
RIAR,CEPVL,1.0,1
RIAR,CEPVR,1.0,1
RIAR,IL1R,2.0,1
RIAR,RIAL,38.0,1
RIAR,RIBR,1.0,1
RIAR,RIVL,3.0,1
RIAR,RIVR,3.0,1
RIAR,RMDDL,48.0,1
RIAR,RMDDR,53.0,1
RIAR,RMDL,9.0,1
RIAR,RMDR,35.0,1
RIAR,RMDVL,57.0,1
RIAR,RMDVR,47.0,1
RIAR,SAADR,1.0,1
RIAR,SIADR,4.0,1
RIAR,SIAVL,7.0,1
RIAR,SMBDR,2.0,1
RIAR,SMBVR,2.0,1
RIAR,SMDDL,32.0,1
RIAR,SMDDR,26.0,1
RIAR,SMDVL,43.0,1
RIAR,SMDVR,26.0,1
RIAR,vBWML6,2.0,1
RIBL,AIBR,8.0,1
RIBL,AUAL,9.0,1
RIBL,AVAL,5.0,1
RIBL,AVBR,1.0,1
RIBL,AVDR,4.0,1
RIBL,AVEL,9.0,1
RIBL,AVER,14.0,1
RIBL,BAGR,3.0,1
RIBL,CEPVL,5.0,1
RIBL,DVC,1.0,1
RIBL,RIAL,6.0,1
RIBL,RIGL,1.0,1
RIBL,RIML,1.0,1
RIBL,RIS,5.0,1
RIBL,RMDR,1.0,1
RIBL,SMDVR,6.0,1
RIBL,URYDL,3.0,1
RIBR,AIBL,3.0,1
RIBR,AINL,1.0,1
RIBR,AIZR,2.0,1
RIBR,AUAR,2.0,1
RIBR,AVAR,6.0,1
RIBR,AVBL,2.0,1
RIBR,AVEL,6.0,1
RIBR,AVER,4.0,1
RIBR,BAGL,8.0,1
RIBR,OLLR,1.0,1
RIBR,RIAR,8.0,1
RIBR,RIGR,5.0,1
RIBR,RIH,2.0,1
RIBR,RIS,1.0,1
RIBR,RMDVR,1.0,1
RIBR,RMED,1.0,1
RIBR,SMDDL,2.0,1
RIBR,SMDVL,2.0,1
RIBR,SMDVR,2.0,1
RIBR,URYVR,2.0,1
RICL,ADAL,1.0,1
RICL,ADAR,7.0,1
RICL,ADLR,2.0,1
RICL,AVAL,15.0,1
RICL,AVAR,18.0,1
RICL,CEPDL,1.0,1
RICL,CEPVL,2.0,1
RICL,OLQVL,1.0,1
RICL,RICR,2.0,1
RICL,RIML,1.0,1
RICL,RIMR,8.0,1
RICL,RIVR,4.0,1
RICL,RMFR,2.0,1
RICL,SAAVL,2.0,1
RICL,SMBDL,5.0,1
RICL,SMBDR,1.0,1
RICL,SMDDL,11.0,1
RICL,SMDDR,8.0,1
RICL,SMDVR,1.0,1
RICL,URBR,2.0,1
RICR,ADAR,2.0,1
RICR,AIBL,2.0,1
RICR,AIBR,2.0,1
RICR,AIZL,6.0,1
RICR,AVAL,15.0,1
RICR,AVAR,13.0,1
RICR,AVKR,1.0,1
RICR,CEPDL,1.0,1
RICR,CEPDR,1.0,1
RICR,RICL,3.0,1
RICR,RIML,10.0,1
RICR,RIMR,1.0,1
RICR,RIVL,1.0,1
RICR,RMFL,1.0,1
RICR,RMGL,1.0,1
RICR,SMBDR,3.0,1
RICR,SMDDL,9.0,1
RICR,SMDDR,9.0,1
RICR,SMDVL,6.0,1
RICR,SMDVR,3.0,1
RICR,URBR,2.0,1
RICR,VB01,7.0,1
RID,DA02,1.0,1
RID,DA06,2.0,1
RID,DB01,1.0,1
RID,DD01,3.0,1
RID,DD02,2.0,1
RID,FLPL,1.0,1
RID,RMED,5.0,1
RID,VD05,1.0,1
RID,dBWML13,1.0,1
RID,dBWML14,1.0,1
RID,dBWMR10,1.0,1
RIFL,ALML,5.0,1
RIFL,AVBL,26.0,1
RIFL,AVBR,1.0,1
RIFL,AVHR,1.0,1
RIFL,AVJR,8.0,1
RIFL,PVPL,8.0,1
RIFL,RIML,7.0,1
RIFL,dBWML5,2.0,1
RIFR,ADLR,1.0,1
RIFR,AIZL,1.0,1
RIFR,ASHR,6.0,1
RIFR,AVBL,1.0,1
RIFR,AVBR,35.0,1
RIFR,AVFL,1.0,1
RIFR,AVJL,2.0,1
RIFR,AVJR,2.0,1
RIFR,AWBR,2.0,1
RIFR,CEPVR,2.0,1
RIFR,HSNL,2.0,1
RIFR,HSNR,3.0,1
RIFR,PVCL,1.0,1
RIFR,PVCR,1.0,1
RIFR,PVPR,6.0,1
RIFR,RIAR,1.0,1
RIFR,RIFL,1.0,1
RIFR,RIMR,10.0,1
RIFR,RIPR,2.0,1
RIFR,URXR,3.0,1
RIGL,ADFL,1.0,1
RIGL,ADLL,2.0,1
RIGL,AIBR,4.0,1
RIGL,AIZL,10.0,1
RIGL,AIZR,2.0,1
RIGL,ALNL,6.0,1
RIGL,AVEL,7.0,1
RIGL,AVER,1.0,1
RIGL,AVKR,17.0,1
RIGL,BAGR,3.0,1
RIGL,DVA,1.0,1
RIGL,OLQVL,2.0,1
RIGL,PVPL,2.0,1
RIGL,RIBL,3.0,1
RIGL,RIH,2.0,1
RIGL,RIR,8.0,1
RIGL,RMGL,6.0,1
RIGL,RMHR,23.0,1
RIGL,URXL,6.0,1
RIGR,AFDR,1.0,1
RIGR,AIBL,2.0,1
RIGR,AIZR,5.0,1
RIGR,ALNR,3.0,1
RIGR,AVDL,1.0,1
RIGR,AVER,4.0,1
RIGR,AVKL,21.0,1
RIGR,AVKR,5.0,1
RIGR,BAGL,2.0,1
RIGR,DVA,4.0,1
RIGR,DVC,2.0,1
RIGR,OLQVR,2.0,1
RIGR,PVT,5.0,1
RIGR,RIAR,3.0,1
RIGR,RIBR,2.0,1
RIGR,RIR,5.0,1
RIGR,RMHL,17.0,1
RIGR,URXR,3.0,1
RIGR,URYVR,2.0,1
RIH,ADFR,3.0,1
RIH,AIYL,3.0,1
RIH,AIYR,4.0,1
RIH,AIZL,12.0,1
RIH,AIZR,19.0,1
RIH,AUAR,2.0,1
RIH,BAGL,2.0,1
RIH,BAGR,5.0,1
RIH,CEPDL,6.0,1
RIH,CEPVL,3.0,1
RIH,CEPVR,6.0,1
RIH,IL2L,2.0,1
RIH,IL2R,3.0,1
RIH,IL2VL,4.0,1
RIH,IL2VR,5.0,1
RIH,OLQDL,11.0,1
RIH,OLQDR,7.0,1
RIH,OLQVL,13.0,1
RIH,OLQVR,7.0,1
RIH,RIAL,34.0,1
RIH,RIAR,36.0,1
RIH,RIBL,18.0,1
RIH,RIBR,15.0,1
RIH,RIPL,18.0,1
RIH,RIPR,7.0,1
RIH,RMER,6.0,1
RIH,RMEV,10.0,1
RIH,URAVR,1.0,1
RIH,URYVR,4.0,1
RIML,AIBL,1.0,1
RIML,AIBR,22.0,1
RIML,AVAL,5.0,1
RIML,AVAR,2.0,1
RIML,AVBL,9.0,1
RIML,AVBR,11.0,1
RIML,AVER,5.0,1
RIML,AVKR,1.0,1
RIML,RIAL,3.0,1
RIML,RIBL,9.0,1
RIML,RICR,1.0,1
RIML,RIMR,2.0,1
RIML,RMDL,9.0,1
RIML,RMDR,21.0,1
RIML,RMFL,2.0,1
RIML,RMFR,2.0,1
RIML,SAADL,1.0,1
RIML,SAADR,4.0,1
RIML,SAAVL,10.0,1
RIML,SAAVR,10.0,1
RIML,SMDDL,11.0,1
RIML,SMDDR,14.0,1
RIML,SMDVL,11.0,1
RIML,VB01,8.0,1
RIML,dBWMR5,6.0,1
RIML,vBWMR4,2.0,1
RIMR,ADAR,9.0,1
RIMR,AIBL,15.0,1
RIMR,AVAL,9.0,1
RIMR,AVBL,9.0,1
RIMR,AVBR,12.0,1
RIMR,AVJL,4.0,1
RIMR,AVKL,1.0,1
RIMR,RIBR,4.0,1
RIMR,RIML,4.0,1
RIMR,RIS,2.0,1
RIMR,RMDL,15.0,1
RIMR,RMDR,12.0,1
RIMR,RMFL,1.0,1
RIMR,RMFR,7.0,1
RIMR,SAAVL,11.0,1
RIMR,SAAVR,8.0,1
RIMR,SMDDL,9.0,1
RIMR,SMDDR,14.0,1
RIMR,SMDVL,2.0,1
RIMR,SMDVR,3.0,1
RIMR,VB01,2.0,1
RIMR,dBWML5,15.0,1
RIMR,vBWML4,5.0,1
RIPL,OLQDR,2.0,1
RIPL,OLQVL,1.0,1
RIPL,RIH,2.0,1
RIPR,AVBR,2.0,1
RIPR,OLQDR,3.0,1
RIPR,OLQVR,2.0,1
RIPR,RIH,1.0,1
RIPR,URAVR,1.0,1
RIR,ADAR,1.0,1
RIR,ADFL,1.0,1
RIR,ADFR,4.0,1
RIR,AFDR,1.0,1
RIR,AIMR,1.0,1
RIR,AIZL,12.0,1
RIR,AIZR,15.0,1
RIR,AQR,2.0,1
RIR,ASHL,1.0,1
RIR,ASHR,1.0,1
RIR,AUAL,7.0,1
RIR,AVEL,4.0,1
RIR,AWBR,1.0,1
RIR,BAGR,1.0,1
RIR,DVA,9.0,1
RIR,HSNL,1.0,1
RIR,PVPL,2.0,1
RIR,PVPR,1.0,1
RIR,RIAL,11.0,1
RIR,RIAR,4.0,1
RIR,RIGL,2.0,1
RIR,RIGR,4.0,1
RIR,RMGL,1.0,1
RIR,RMGR,1.0,1
RIR,URXL,9.0,1
RIR,URXR,6.0,1
RIS,AVEL,17.0,1
RIS,AVER,18.0,1
RIS,AVKL,6.0,1
RIS,AVKR,13.0,1
RIS,AVL,9.0,1
RIS,CEPDL,4.0,1
RIS,CEPVL,7.0,1
RIS,CEPVR,4.0,1
RIS,OLLR,5.0,1
RIS,RIBL,8.0,1
RIS,RIBR,18.0,1
RIS,RIML,10.0,1
RIS,RIMR,15.0,1
RIS,RMDDL,1.0,1
RIS,RMDDR,1.0,1
RIS,RMDL,10.0,1
RIS,RMDR,16.0,1
RIS,RMEV,3.0,1
RIS,SMDDL,1.0,1
RIS,SMDDR,6.0,1
RIS,SMDVL,1.0,1
RIS,SMDVR,1.0,1
RIS,URYDR,1.0,1
RIS,URYVL,1.0,1
RIS,URYVR,5.0,1
RIVL,ASGL,1.0,1
RIVL,ASJL,1.0,1
RIVL,RIAL,5.0,1
RIVL,RIAR,2.0,1
RIVL,RMDL,4.0,1
RIVL,RMDVL,5.0,1
RIVL,SAADR,11.0,1
RIVL,SIAVR,5.0,1
RIVL,SMDDR,8.0,1
RIVL,SMDVL,2.0,1
RIVL,vBWMR5,6.0,1
RIVL,vBWMR6,3.0,1
RIVL,vBWMR7,18.0,1
RIVR,RIAL,6.0,1
RIVR,RIAR,2.0,1
RIVR,RIVL,8.0,1
RIVR,RMDDL,1.0,1
RIVR,RMDR,4.0,1
RIVR,RMDVR,1.0,1
RIVR,RMHR,2.0,1
RIVR,SAADL,12.0,1
RIVR,SIAVL,5.0,1
RIVR,SIBVL,1.0,1
RIVR,SMBDL,1.0,1
RIVR,SMDDL,6.0,1
RIVR,SMDVR,3.0,1
RIVR,dBWMR7,1.0,1
RIVR,vBWML3,2.0,1
RIVR,vBWML4,1.0,1
RIVR,vBWML7,9.0,1
RIVR,vBWMR6,8.0,1
RIVR,vBWMR7,14.0,1
RMDDL,AVER,1.0,1
RMDDL,CEPVL,2.0,1
RMDDL,IL1DR,2.0,1
RMDDL,IL1R,9.0,1
RMDDL,RIAL,1.0,1
RMDDL,RMDVL,1.0,1
RMDDL,RMDVR,22.0,1
RMDDL,RMEV,2.0,1
RMDDL,RMHL,1.0,1
RMDDL,dBWMR1,8.0,1
RMDDL,dBWMR2,4.0,1
RMDDL,dBWMR3,8.0,1
RMDDL,dBWMR4,12.0,1
RMDDL,dBWMR5,13.0,1
RMDDL,dBWMR6,2.0,1
RMDDL,vBWML1,1.0,1
RMDDR,RMDDL,1.0,1
RMDDR,RMDVL,26.0,1
RMDDR,RMDVR,3.0,1
RMDDR,dBWML1,2.0,1
RMDDR,dBWML2,12.0,1
RMDDR,dBWML3,1.0,1
RMDDR,dBWML4,17.0,1
RMDDR,dBWML6,3.0,1
RMDDR,dBWMR1,3.0,1
RMDDR,dBWMR2,7.0,1
RMDDR,dBWMR6,3.0,1
RMDDR,dBWMR7,3.0,1
RMDDR,vBWML1,2.0,1
RMDL,ADEL,1.0,1
RMDL,ADER,3.0,1
RMDL,AVKR,1.0,1
RMDL,CEPVL,1.0,1
RMDL,IL1L,1.0,1
RMDL,IL1R,1.0,1
RMDL,OLLL,1.0,1
RMDL,OLLR,3.0,1
RMDL,RIAL,20.0,1
RMDL,RIAR,22.0,1
RMDL,RIBR,1.0,1
RMDL,RIML,3.0,1
RMDL,RIS,1.0,1
RMDL,RIVL,1.0,1
RMDL,RMDDR,7.0,1
RMDL,RMDR,8.0,1
RMDL,RMDVL,2.0,1
RMDL,RMDVR,3.0,1
RMDL,RMER,3.0,1
RMDL,RMFR,1.0,1
RMDL,RMHL,3.0,1
RMDL,RMHR,1.0,1
RMDL,SIBDR,3.0,1
RMDL,SMBVR,2.0,1
RMDL,SMDDR,1.0,1
RMDL,URXR,1.0,1
RMDL,dBWML3,1.0,1
RMDL,dBWML5,2.0,1
RMDL,dBWMR3,4.0,1
RMDL,dBWMR4,6.0,1
RMDL,vBWML1,4.0,1
RMDL,vBWMR4,8.0,1
RMDL,vBWMR8,1.0,1
RMDR,AVKR,1.0,1
RMDR,IL1L,2.0,1
RMDR,OLLR,2.0,1
RMDR,RIAL,14.0,1
RMDR,RIAR,21.0,1
RMDR,RIMR,1.0,1
RMDR,RIS,1.0,1
RMDR,RMDDL,6.0,1
RMDR,RMDL,11.0,1
RMDR,RMDVL,9.0,1
RMDR,RMGL,1.0,1
RMDR,SIAVL,1.0,1
RMDR,SMDDR,1.0,1
RMDR,dBWML5,2.0,1
RMDR,vBWML4,2.0,1
RMDR,vBWML5,2.0,1
RMDVL,AVER,2.0,1
RMDVL,CEPDL,2.0,1
RMDVL,IL1R,2.0,1
RMDVL,IL2VR,1.0,1
RMDVL,OLQVR,3.0,1
RMDVL,RMDDR,41.0,1
RMDVL,RMDR,2.0,1
RMDVL,RMDVR,1.0,1
RMDVL,SIAVR,2.0,1
RMDVL,SIBVR,1.0,1
RMDVL,URYVR,1.0,1
RMDVL,vBWMR2,20.0,1
RMDVL,vBWMR3,11.0,1
RMDVL,vBWMR4,31.0,1
RMDVL,vBWMR6,18.0,1
RMDVL,vBWMR7,3.0,1
RMDVR,AVAR,1.0,1
RMDVR,IL1DR,1.0,1
RMDVR,IL1L,1.0,1
RMDVR,OLQVL,2.0,1
RMDVR,RIAR,1.0,1
RMDVR,RMDDL,43.0,1
RMDVR,SIAVL,2.0,1
RMDVR,SIBDR,1.0,1
RMDVR,SIBVL,1.0,1
RMDVR,SMBDR,1.0,1
RMDVR,URAVL,8.0,1
RMDVR,URYVL,2.0,1
RMDVR,dBWML3,5.0,1
RMDVR,vBWML1,21.0,1
RMDVR,vBWML2,15.0,1
RMDVR,vBWML3,8.0,1
RMDVR,vBWML4,19.0,1
RMDVR,vBWML5,8.0,1
RMDVR,vBWML6,5.0,1
RMDVR,vBWML7,2.0,1
RMDVR,vBWMR3,2.0,1
RMDVR,vBWMR6,2.0,1
RMDVR,vBWMR7,2.0,1
RMED,RIBL,1.0,1
RMED,RIBR,1.0,1
RMED,SMDDL,1.0,1
RMED,SMDDR,4.0,1
RMED,vBWML2,15.0,1
RMED,vBWML3,10.0,1
RMED,vBWMR2,25.0,1
RMED,vBWMR3,26.0,1
RMED,vBWMR6,2.0,1
RMEL,IL1R,2.0,1
RMEL,OLLR,1.0,1
RMEL,RIPR,1.0,1
RMEL,RMEV,1.0,1
RMEL,dBWMR3,22.0,1
RMEL,dBWMR5,7.0,1
RMEL,vBWMR4,9.0,1
RMER,IL1L,4.0,1
RMER,RMHR,3.0,1
RMER,dBWML3,45.0,1
RMER,dBWML4,4.0,1
RMER,vBWML1,14.0,1
RMER,vBWML4,7.0,1
RMEV,RIBR,2.0,1
RMEV,RIH,2.0,1
RMEV,RIS,1.0,1
RMEV,RMDDL,1.0,1
RMEV,RMDDR,1.0,1
RMEV,RMED,1.0,1
RMEV,SMDDR,1.0,1
RMEV,SMDVL,1.0,1
RMEV,dBWML1,1.0,1
RMEV,dBWML2,5.0,1
RMEV,dBWMR1,9.0,1
RMEV,dBWMR2,5.0,1
RMEV,dBWMR6,5.0,1
RMEV,dBWMR7,4.0,1
RMFL,AVKL,9.0,1
RMFL,AVKR,14.0,1
RMFL,BAGL,1.0,1
RMFL,DVC,1.0,1
RMFL,PVT,3.0,1
RMFL,RIBR,1.0,1
